ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num
713-42-6498|6011113885034236|Sandra|Moore|F|33474 Joseph Fords|Hodge|LA|71247|32.2632|-92.735|1175|Clinical cytogeneticist|1933-10-28|330792868853
680-58-9494|6580085294690215|Matthew|Compton|M|1743 Kevin Ville Suite 023|Houston|TX|77075|29.6223|-95.26|2906700|Software engineer|1996-11-23|870993336751
049-21-2654|180066527523321|Kelly|Hernandez|F|20256 Jason Wells|East Hanover|NJ|7936|40.8192|-74.3636|11157|Administrator|1959-06-22|22461484223
203-33-6690|38116750762791|Lisa|Potter|F|02453 Christian Extensions Apt. 984|Presidio|TX|79845|29.5573|-104.3551|5138|Ranger/warden|1982-06-20|258430876528
222-35-2160|503884719017|Jordan|Martin|F|240 Brown Via|Rolling Meadows|IL|60008|42.073|-88.0191|22717|Patent attorney|1978-12-26|914468510164
677-70-7579|3577546199240655|Mark|Perez|M|72581 Eric Rapid Apt. 956|Charlottesville|VA|22901|38.0936|-78.5611|112588|Nurse, mental health|1971-10-23|587372208833
730-33-8309|3537337912121102|Bryan|Ellis|M|58690 Shawn Causeway|Clint|TX|79836|31.5494|-106.2038|5772|Radio producer|1997-08-02|761460541709
818-81-3696|3551999452951718|Christopher|Thomas|M|4338 White Brooks Suite 422|Brooklyn|NY|11220|40.6412|-74.0133|2504700|Clinical scientist, histocompatibility and immunogenetics|1965-03-24|194887063687
696-42-4271|3533083344470485|Sara|Porter|F|47020 Austin Lane Suite 195|Atlanta|GA|30360|33.9378|-84.2716|900273|Energy manager|1956-10-27|750708841892
509-33-2977|6532956342777528|Christopher|Howard|M|61658 Donald Rapids|Mount Olive|AL|35117|33.6768|-86.8717|5367|Contractor|1982-04-01|717378839581
587-93-2584|4115630295596363|David|Barnett|M|629 Beck Falls|Camden|OH|45311|39.6134|-84.61|6367|Archivist|1992-07-20|414169986141
344-85-4247|3585133138004987|Sarah|Walker|F|12212 Nathan Hill|Milton|FL|32570|30.6604|-87.0473|83284|Sales promotion account executive|1989-08-02|124053412068
552-20-7135|180087640191853|Dennis|Medina|M|4200 Thompson Parkway Suite 787|Clare|MI|48617|43.8223|-84.7635|8857|Financial risk analyst|1978-09-03|347170402655
336-95-6353|4464196234219266|Robert|White|M|04104 Cheryl Place|Westerville|OH|43081|40.1146|-82.9105|85937|Engineer, water|1964-09-20|309721979753
524-73-1834|2597269999498120|Jose|Gonzalez|M|36660 Jasmin Circle|San Bernardino|CA|92407|34.2166|-117.3908|236660|Accountant, chartered public finance|2000-07-09|821183609992
553-44-3169|180031050524385|Stephanie|Pierce|F|8269 Donna Port|Milton|FL|32570|30.6604|-87.0473|83284|Veterinary surgeon|1944-06-27|64692720575
408-69-7082|4633283896337614|Kathy|Reid|F|67136 Sanford Coves Apt. 132|Albany|NY|12222|42.6853|-73.8253|151022|Risk analyst|1952-05-08|175196448812
232-92-9975|4883527918750676|Katherine|Davis|F|5920 Melissa Via|Big Rapids|MI|49307|43.6897|-85.4797|20112|Geographical information systems officer|1979-11-04|847170970224
637-17-7653|3561781596983841|Gregory|Jimenez|M|266 Dominguez View|Massillon|OH|44646|40.8116|-81.4973|65540|Oceanographer|1969-07-21|423199734525
627-46-9417|5557349899255399|Don|Graham|M|4299 Sean Road|Saint Cloud|MN|56303|45.5713|-94.2036|74438|Public relations officer|1960-10-23|838131597812
422-55-9671|4799670808974748590|Samuel|Mitchell|M|83984 Robert Gardens Suite 785|Atlanta|GA|30349|33.6053|-84.4813|900273|Engineer, maintenance|1988-01-02|804871150347
550-69-1751|6598044509286053|Traci|Wilson|F|62706 Roberts Rapids|Raleigh|NC|27613|35.8949|-78.7051|489514|Biochemist, clinical|1981-10-14|923495613849
184-35-8760|4813088983057488391|Kurt|Wells|M|563 Edward Mission|Willimantic|CT|6226|41.7149|-72.2134|20114|Metallurgist|1977-07-10|16815649835
001-28-0753|4661995305641840|Pamela|Lee|F|467 Wayne Neck Apt. 187|Sequim|WA|98382|48.0881|-123.1198|26856|Designer, television/film set|1962-08-10|963852703688
823-05-0512|2236510344442991|Todd|Long|M|568 Cardenas Landing Apt. 406|Saint Louis|MO|63121|38.7072|-90.3055|927396|Curator|1976-11-13|858080338124
120-42-5640|3572562221905335|Timothy|Holland|M|0474 Lester Hollow Suite 559|Sanford|FL|32771|28.8013|-81.285|78268|Environmental health practitioner|1999-04-15|479321710054
175-13-3798|213150712455316|Carol|Poole|F|36221 Sarah Tunnel|North Baltimore|OH|45872|41.1867|-83.6806|4240|Public house manager|1954-02-06|703424593812
649-60-8105|4488395855852296|Michael|Jackson|M|51618 Burns Ridges Apt. 710|Springfield|MO|65807|37.1668|-93.3085|219752|Legal secretary|1988-11-14|59769782577
873-82-0773|379147744735350|Patricia|Evans|F|71594 Gonzalez Highway Apt. 053|Flushing|NY|11358|40.7606|-73.7968|219342|Records manager|1951-01-01|586308326799
228-25-2045|213161133892607|Kayla|Hunter|F|152 Daniels Flat|Barnwell|SC|29812|33.2335|-81.3523|11864|Acupuncturist|1943-01-11|907463200274
446-24-5177|4521746535378012|Kayla|Boyer|F|7344 Crawford Street Suite 762|Ruston|LA|71270|32.5308|-92.6439|32780|Therapist, drama|1946-11-17|437266635416
067-40-3678|4299946645094|Laurie|Willis|F|010 Castillo Ports|Keller|TX|76244|32.931|-97.2843|95035|Adult guidance worker|1985-01-13|994419325906
853-88-5577|4189684424648844|Lisa|Crosby|F|572 Colon Overpass Suite 958|Carmel|IN|46032|39.9712|-86.1245|77123|Computer games developer|1976-12-17|570996350701
863-76-0842|4179789124883971|Steven|Murray|M|844 Cochran Turnpike Suite 367|Neosho|MO|64850|36.8706|-94.3862|24063|Designer, jewellery|1969-10-13|113917007014
187-93-3566|4388568119397818|Denise|Hendricks|F|99217 Ray Land|Racine|WI|53404|42.7433|-87.8053|127302|Interpreter|1997-10-28|614815149376
434-75-3404|4158807053261|Alejandro|Garner|M|391 John Walks|La Fargeville|NY|13656|44.1987|-75.9569|2861|Site engineer|1969-06-20|936842534125
486-40-2203|4513609085818102|Diane|Brown|F|3736 Rebecca Square|Buckeye|AZ|85326|33.389|-112.6077|63868|Set designer|1941-07-07|225469416426
776-52-2292|30135896933536|Robert|Brown|M|585 Davis Roads|Millry|AL|36558|31.6269|-88.3559|3854|Horticulturist, amenity|1972-11-24|732078733647
089-84-5478|6539792551164360|Tyler|Austin|M|377 Stephen Walk|Rockville|MD|20851|39.0763|-77.1234|130569|Designer, interior/spatial|1979-05-19|655174507431
785-84-6197|6011534281644163|Billy|Barry|M|3584 Clayton Canyon Suite 103|Rochester|NY|14621|43.1834|-77.6043|478127|Surveyor, minerals|1977-05-09|2348758451
503-28-0136|4763628144471893955|Robert|House|M|067 Green Throughway Apt. 922|Washington|DC|20037|38.9014|-77.0504|601723|Risk analyst|1981-08-09|839823220797
629-66-7444|4513587271743068815|Rachel|Todd|F|034 Brittany Trace Apt. 873|Egg Harbor Township|NJ|8234|39.3741|-74.6118|42532|Sports therapist|1978-06-19|487349480706
766-46-8389|4364770413090|Adam|Gentry|M|86028 Randy Keys Suite 204|Chicago|IL|60611|41.8971|-87.6223|2680484|Broadcast journalist|1958-03-07|930527036205
884-30-1393|3557720441007949|Ariana|Lewis|F|3810 Klein Inlet Apt. 224|Atlanta|GA|30309|33.7984|-84.3883|900273|Sport and exercise psychologist|1969-10-18|515190423953
602-94-9143|30264963225178|Sarah|Leon|F|0432 Garcia Place|Marysville|WA|98271|48.0966|-122.198|73083|Wellsite geologist|2003-12-15|38876402011
313-49-8616|6011630702867209|Taylor|Hernandez|F|95366 Chad Lake|Tampa|FL|33613|28.0772|-82.4455|717255|Engineer, chemical|1995-07-19|642285306665
011-44-7617|30500173259006|Rebecca|Robinson|F|30722 Daniel Plains Suite 908|Sacramento|CA|95826|38.5539|-121.3693|757530|Public house manager|1969-01-22|85403704550
400-64-2336|4045461719281704|Jordan|Torres|F|23442 Michael Course Suite 025|Brooklyn|NY|11229|40.6011|-73.9475|2504700|Education officer, community|1955-04-16|298876952198
146-94-0279|3547726903265514|Courtney|Anderson|F|79480 Joseph Key Suite 985|Gresham|OR|97030|45.5154|-122.4203|77581|Clinical research associate|1991-10-19|40296521048
109-14-9421|4589126864986470|Kristi|Moody|F|37600 Collins Green Apt. 837|Madison|CT|6443|41.309|-72.6153|18269|Surveyor, hydrographic|1983-06-21|98682979484
113-74-0533|30499216400695|Omar|Gallagher|M|9235 Joshua Grove|Harrisonburg|VA|22801|38.4489|-78.8714|67593|Sales professional, IT|1962-03-18|298229842867
041-65-2585|2249865462202121|Curtis|Acosta|M|55033 Bruce Brook|Cresson|PA|16699|40.4845|-78.7022|6549|Sports therapist|1968-04-12|414545936205
813-38-6608|30391900889913|Barbara|Wilson|F|91692 Dominic Park|Marion|IN|46952|40.5743|-85.6741|44485|Engineer, drilling|1960-06-17|502226927571
690-69-9457|3590608548186741|James|Williams|M|984 John Crest|Sulphur|LA|70663|30.219|-93.3639|38893|Chief Strategy Officer|1994-10-20|917933349154
457-11-1575|213151985458292|Tonya|Parker|F|40153 Farmer Harbors|Max Meadows|VA|24360|36.9056|-80.9244|6169|Passenger transport manager|1929-04-24|31830500053
330-49-9417|3549466720108245|Sierra|Le|F|818 Samantha Shoal|Cramerton|NC|28032|35.2396|-81.0831|3105|Environmental education officer|1949-03-11|491831045661
786-37-0019|4208581745273533|Jennifer|Moore|F|7004 Erik Court|Evanston|IL|60202|42.0302|-87.6865|79009|Surveyor, minerals|1988-04-17|154405868597
719-43-1757|213161255904610|Sophia|Brown|F|04660 Christopher Points|Dunkirk|NY|14048|42.4877|-79.3283|15072|Financial manager|1995-10-08|156862391556
089-04-1471|3532961512048509|Kathleen|Jordan|F|44604 Patricia Mill Suite 346|Ballston Spa|NY|12020|43.005|-73.8486|31192|Agricultural consultant|1955-08-05|683359666188
341-31-0113|373472435861760|Joseph|Martin|M|27267 William Vista Suite 656|Tempe|AZ|85282|33.3917|-111.9249|167311|Designer, ceramics/pottery|1994-12-31|145410093763
079-80-7241|6584947712903502|Andrew|Proctor|M|489 Holder Drive|Granger|IA|50109|41.7616|-93.8533|2762|Comptroller|1979-05-23|344607961474
832-27-5040|576682121560|Sarah|Jacobs|F|54920 Keller Harbor Suite 111|Winnfield|LA|71483|31.9214|-92.6366|11294|Video editor|1989-04-01|852521190968
560-71-1316|213173063435943|Kathryn|Shields|F|188 Willis Manor|Miami|FL|33125|25.7825|-80.2341|1737737|Software engineer|1964-08-27|444121745201
887-03-5691|5402125434123012|Michael|Williams|M|37218 Brown Centers Apt. 203|Joplin|MO|64801|37.0969|-94.5051|72274|Civil Service fast streamer|1964-11-01|492180379270
848-76-9903|502014003474|Robin|Allen|F|197 Williams Summit Apt. 625|New Orleans|LA|70117|29.9703|-90.0312|382333|Warehouse manager|1991-09-27|828833207962
740-65-4234|2714785501137532|George|Martin|M|72887 Thomas Tunnel|Tampa|FL|33609|27.9425|-82.5057|717255|Psychotherapist|1976-09-24|835795242616
733-30-7667|2316088197223993|Mark|Cruz|M|1837 Monroe Canyon Suite 681|Casper|WY|82601|42.8458|-106.3166|69012|Actor|1969-11-29|876955275189
561-02-8996|377800244323620|Carla|Holloway|F|069 Arnold Vista Suite 467|Elmont|NY|11003|40.6976|-73.7049|41356|Advertising account planner|1954-10-04|882138752516
699-88-5842|2391395215016426|Jasmine|Smith|F|35084 Julian Forest|South Gate|CA|90280|33.9462|-118.2013|94396|Clinical scientist, histocompatibility and immunogenetics|1995-01-20|591073411222
592-18-4728|180081300416916|Robin|Stewart|F|21516 Cortez Track|Rancho Cordova|CA|95670|38.6072|-121.2761|60722|Statistician|1953-07-23|429450179691
414-92-4016|4348110501474|Jason|Mack|M|8961 Kennedy Plaza|Northville|MI|48168|42.4086|-83.4978|43315|Leisure centre manager|2003-11-22|817422262939
141-70-1252|38512395978158|Jack|Moore|M|972 Jessica Brook|Fort Myers|FL|33966|26.5824|-81.832|224256|Designer, exhibition/display|1976-10-13|864558172581
446-98-6059|4772051710730871565|Renee|Fischer|F|370 Connor Island Suite 380|Athens|GA|30605|33.9321|-83.3525|116272|Electronics engineer|1990-12-16|489148101341
842-10-4944|180072602925464|Michael|Powell|M|2884 Shane Meadow|Branford|CT|6405|41.28|-72.8106|27860|Fitness centre manager|1938-02-01|9174508637
669-49-3390|4135386762592387|Jessica|Gordon|F|060 Holmes Pike Suite 932|Kenosha|WI|53142|42.556|-87.8705|112912|Barista|1998-02-25|368052591212
797-31-4256|580892739617|Tina|Murphy|F|4053 Jenkins Centers Suite 897|Galion|OH|44833|40.7303|-82.7939|17121|Restaurant manager|1928-08-09|372419534566
261-21-7149|2710384227362733|Christopher|Mccarthy|M|271 Kathleen Village|Chimayo|NM|87522|36.4654|-106.5785|3384|Psychologist, forensic|1986-09-18|407292316883
502-55-9941|2516204298514481|Jennifer|Tran|F|2169 Jared Walks|Cincinnati|OH|45205|39.1104|-84.5757|795220|Editorial assistant|1973-02-27|30868705010
765-53-9317|213114264710684|Alexander|Jones|M|31637 Pamela Spur Apt. 049|Randolph|NJ|7869|40.8456|-74.5725|25291|Engineer, civil (contracting)|1984-02-17|202759730568
856-59-3008|4693172947638083909|Patrick|Avila|M|0259 Rodriguez Rapids Apt. 932|Moline|IL|61265|41.4906|-90.498|45099|Psychologist, counselling|2003-01-22|174808237006
185-70-1426|4635049602667653|Samantha|Chavez|F|453 Baker Summit|Crosswicks|NJ|8515|40.1476|-74.6615|4637|Theatre director|1993-10-12|23079585520
741-01-8285|180040675602088|Adam|Espinoza|M|290 Jacob Club|Pearl City|HI|96782|21.4084|-157.9652|40496|Meteorologist|1964-05-27|909573697786
834-31-0534|4890932253332023512|Andrew|Pacheco|M|0193 Campbell Underpass Apt. 369|Fitzgerald|GA|31750|31.7248|-83.2495|18687|Retail merchandiser|1949-03-08|609082881664
292-89-3411|3533243629620804|Hannah|Francis|F|24412 Sean Isle|Little Falls|NJ|7424|40.8835|-74.2144|26222|Therapist, sports|1983-01-23|345284540479
616-79-2194|502023763175|Joe|Chapman|M|10629 Davidson Port Apt. 759|Murfreesboro|TN|37127|35.763|-86.3722|158701|Chief Technology Officer|1977-10-24|144250586304
406-58-1246|3517536264752869|Darlene|Garcia|F|096 Shane Trafficway|Pollock|LA|71467|31.5|-92.4005|7998|Estate manager/land agent|1969-02-25|4408567907
608-21-8734|4240321153550514324|Brian|Bowman|M|08779 Little Green Suite 925|Gilbert|SC|29054|33.958|-81.3914|9612|Food technologist|1996-06-07|145427461824
096-65-8934|4581920487704|Jessica|Walters|F|32998 Gomez Knolls|Jacksonville|FL|32205|30.3172|-81.722|847415|Waste management officer|1945-03-20|64178648472
349-60-8895|4640858588382563|Michelle|Woods|F|08467 Dominique Tunnel Apt. 543|Troy|NC|27371|35.3777|-79.9093|8132|Investment banker, operational|1993-08-24|411187772893
805-75-6420|4225018256247282|Jason|Chapman|M|01223 Miller Port Apt. 900|Savannah|GA|31404|32.0543|-81.0492|236823|Trading standards officer|1968-09-23|720275316931
404-22-7265|503866045092|Isaiah|Lee|M|4003 Brendan Trace|Grand Rapids|MI|49525|43.0135|-85.6027|375580|Chartered accountant|1948-03-16|242987434700
380-98-3290|213122471193602|Melissa|Barnes|F|277 Luke Harbors|Tulsa|OK|74136|36.0605|-95.9452|413574|Office manager|1982-05-10|823281181278
851-08-7767|6011643850095374|Carrie|Nelson|F|6231 Tonya Flat|Carson|CA|90745|33.823|-118.2684|83241|Paediatric nurse|1972-03-22|13377389452
812-80-4244|4642316544137277688|Ivan|Tapia|M|3494 Cindy Cape|Salt Lake City|UT|84109|40.7043|-111.8142|594043|Health physicist|1996-11-15|471931004367
485-42-5574|2687017999324205|Sonia|Mitchell|F|4441 Jackson Grove|Kapaa|HI|96746|22.0868|-159.3448|18319|Location manager|1998-05-13|856538458652
816-26-8209|6579025485362680|Keith|Campbell|M|38641 Tiffany Alley Suite 385|South Jordan|UT|84095|40.5541|-111.9539|50566|Intelligence analyst|1966-05-29|813817742442
179-12-6404|3535990093781466|Amber|Burns|F|143 Wagner Pike Suite 437|Cleveland|TX|77328|30.3963|-95.194|34153|Arts development officer|1959-02-11|800565494152
085-70-7396|4646726368154185|Jacqueline|Holmes|F|27729 Alex Path|Chattanooga|TN|37411|35.0271|-85.2356|198659|Insurance account manager|2000-10-06|44386431879
667-72-6309|573566050338|Jill|Melendez|F|06773 Lisa Mountains|Queen Creek|AZ|85140|33.2286|-111.5322|120596|Community arts worker|1992-06-18|198151062068
431-53-7789|3519087886538599|Rhonda|Williams|F|96342 Archer Burg Suite 504|Maple Shade|NJ|8052|39.9511|-74.9946|19172|Teacher, English as a foreign language|1964-03-29|150916777098
712-59-0962|4186706632016290736|Tony|Carpenter|M|919 Tracy Points|Washington|DC|20015|38.9658|-77.068|601723|Designer, exhibition/display|1967-01-05|770597361008
788-27-3824|30170864942698|Dorothy|Johnson|F|35490 Justin Trail|Panorama City|CA|91402|34.2262|-118.447|69817|Systems developer|1979-12-26|495718883817
390-77-2944|2720587305498249|David|Gaines|M|302 Steven Plain Apt. 678|Keansburg|NJ|7734|40.4414|-74.1306|13269|Accountant, chartered public finance|1968-11-28|697444125402
657-35-3634|4589016492815037|Teresa|Hampton|F|0926 Williams Causeway|Norwood|MA|2062|42.1868|-71.2033|28602|Engineer, electronics|1975-10-28|562774236968
553-05-8481|4726282968244854|Paul|Johnson|M|2889 Bean Ferry|Port Richey|FL|34668|28.3011|-82.6927|42619|Psychologist, sport and exercise|1984-05-28|303359320618
078-54-8845|630491961276|Jared|Anderson|M|203 Stephen Roads|Jamesburg|NJ|8831|40.3425|-74.4336|45620|Economist|1993-01-08|212262778019
271-36-4413|4962458701205|Noah|Phillips|M|2536 Brenda Drives|Poughkeepsie|NY|12601|41.7035|-73.9117|86794|Environmental health practitioner|1966-11-18|401401327103
010-24-9033|4603967024365240553|Daniel|Duran|M|187 Maxwell Harbors Apt. 364|Sherwood|AR|72120|34.8807|-92.2303|31610|Sales professional, IT|1970-06-17|161262210869
361-92-9339|38385466232361|Andrew|Powell|M|986 Richards Curve Suite 949|Baytown|TX|77523|29.77|-94.8608|103027|Radio producer|1936-01-17|978631145296
179-18-0828|4986226992066617996|Jason|Lopez|M|9992 Jason Terrace Suite 688|Wright City|MO|63390|38.8097|-91.0329|9760|Psychologist, forensic|1998-09-05|544215802406
626-24-6098|6011413482084935|Brendan|Gonzalez|M|122 Smith Avenue|Acton|MA|1720|42.4751|-71.4483|21361|Broadcast engineer|1958-05-06|327661306398
669-85-7642|6011914304913417|Alice|Black|F|2872 Brittany Plains Suite 564|Pelham|NY|10803|40.9045|-73.8073|12435|Designer, jewellery|1957-09-09|866476506948
715-18-4864|589208235301|Laura|Washington|F|9194 Martinez Port Apt. 568|Mesa|AZ|85208|33.3984|-111.6513|478404|Conservator, museum/gallery|1969-09-12|8071732852
486-85-5972|4796618695729|Peter|Pearson|M|43474 Jennifer Island Apt. 137|Altoona|PA|16601|40.5209|-78.4089|63424|Water engineer|1996-11-24|933364032872
100-02-0850|38732175036197|Philip|White|M|59991 Zachary Fields|Whiting|NJ|8759|39.951|-74.3607|33263|Engineer, materials|1958-10-08|44923733791
306-94-3013|4474890476078623517|Thomas|Dyer|M|5191 Soto Spurs Suite 173|Hacienda Heights|CA|91745|33.9977|-117.9652|54013|Dietitian|1963-06-17|592120847250
356-11-4391|373409185805589|Natalie|Daniel|F|7449 Caldwell Gateway|Kingston|NY|12401|41.9697|-74.0668|35040|Town planner|1963-03-06|127416241238
049-83-8060|30004093045413|Joshua|Rollins|M|822 Linda Burg|Freeport|FL|32439|30.4896|-86.1684|7715|Engineer, manufacturing systems|1957-07-21|419139700937
788-21-0654|4886407880267|Erica|Franklin|F|64693 Jennifer Junctions Suite 230|Sutton|NE|68979|40.654|-97.8735|1888|Energy manager|1968-05-24|328429374890
871-03-8244|213167089870927|Amanda|Shelton|F|918 Glenn Common|Lyndhurst|NJ|7071|40.8094|-74.1245|20554|Chief Executive Officer|1956-12-20|748181980777
831-50-6203|5458485805263216|Ashley|Douglas|F|7220 Perez Mountains|Altoona|IA|50009|41.6475|-93.4724|16136|Actor|1948-12-10|526030624118
373-92-4564|4082317146199539464|Shawn|Tucker|M|2623 Warner Ports Suite 053|Louisville|KY|40205|38.2222|-85.6885|736284|Administrator, Civil Service|1962-04-11|820930891633
076-95-8760|4257870368605063064|James|Hamilton|M|0281 Adams Branch|Hialeah|FL|33010|25.8325|-80.2808|347944|Youth worker|1987-01-28|646585931733
012-28-9612|676212030255|Brandy|Franklin|F|37597 Hall Creek Apt. 600|Worcester|MA|1605|42.2894|-71.7888|181315|Youth worker|1978-02-08|587193359431
045-18-7594|374544920548943|Michael|Frost|M|118 Crystal Crest|Bar Harbor|ME|4609|44.3738|-68.2448|5222|Sports therapist|1954-08-23|427758311390
645-45-8674|4456622952174|Lisa|Williams|F|0361 Pittman Inlet Suite 070|Avondale|AZ|85323|33.4321|-112.3438|74817|Housing manager/officer|1967-11-02|951115825027
158-97-6908|6011235158501532|Michael|Jones|M|167 Leslie Center|Fort Wayne|IN|46814|41.0456|-85.3058|305409|Loss adjuster, chartered|1956-10-14|483297892147
064-48-2113|4413395479406453|Cindy|Frazier|F|790 Sharp Crossing Apt. 898|West Covina|CA|91791|34.0653|-117.8978|108175|Occupational therapist|1966-06-19|929002904576
595-28-7040|371833597487680|Tina|Brooks|F|23771 Sanchez Avenue Apt. 922|Whiting|NJ|8759|39.951|-74.3607|33263|Agricultural engineer|1951-10-07|397728875125
501-31-3556|4973239644028|Sean|Dorsey|M|26769 Jonathan Mill Suite 392|Beaver|PA|15009|40.6972|-80.3365|15082|Environmental manager|1981-09-18|587211923258
668-19-0766|4209140169332843|Edward|Lewis|M|1998 Pamela Branch Suite 551|Austin|TX|78753|30.3648|-97.6827|940359|Land/geomatics surveyor|2003-07-04|295677321717
130-50-0944|30569991383108|April|Collier|F|32262 Trevor Mountain Suite 331|Brooklyn|NY|11208|40.6762|-73.8736|2504700|Patent examiner|1991-08-22|798377309294
717-05-6528|6570703850360591|Erik|Hanson|M|41074 David Park Suite 067|Norfolk|VA|23508|36.8859|-76.3004|242803|Medical technical officer|1987-03-23|182563338256
465-54-2257|346200363856468|Nicholas|Campbell|M|5979 Dan Forge Suite 984|Canoga Park|CA|91304|34.2197|-118.6111|77086|Therapist, sports|1987-07-25|84995656740
614-91-8292|6011995504932661|Elizabeth|Anderson|F|461 Craig Stravenue|Sandy|TX|78665|30.5449|-97.6438|35985|Sports therapist|1989-10-07|775609777954
825-84-1223|4594853400127623|Chad|Lee|M|4225 Espinoza Summit Suite 188|Austin|TX|78704|30.2428|-97.7658|940359|Secondary school teacher|1974-02-27|997039479727
210-58-8616|4058416806134954|Jennifer|Mcdonald|F|0586 Hanson Port Suite 383|Missouri City|TX|77459|29.5704|-95.5423|91828|Accountant, chartered certified|1981-05-19|682282682147
158-26-6472|5280926166201653|Herbert|Flores|M|864 Porter Pike Suite 555|North Las Vegas|NV|89031|36.2589|-115.1718|214518|Research officer, political party|1973-02-18|108886290366
261-61-7061|4006875868240516653|David|Rodriguez|M|4418 Fitzpatrick Avenue|Valley Stream|NY|11580|40.6742|-73.7057|60957|Cytogeneticist|1965-11-09|935451073243
207-68-6661|180008357017032|Jason|Williams|M|2386 Glenn Union Suite 089|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Social researcher|1998-11-11|31024004064
796-36-1134|4909619797978|Brandy|Nelson|F|413 Price Groves|New Orleans|LA|70131|29.9168|-89.996|382333|Secretary/administrator|1997-09-16|326474132970
044-60-3353|377480957394058|Kevin|Burton|M|60294 Thomas Well|Westchester|IL|60154|41.8524|-87.8845|16773|Armed forces operational officer|1997-10-24|256845189467
363-68-9839|4849073420319778|Kaitlin|Patel|F|9514 William Manors Suite 823|Candler|NC|28715|35.5376|-82.7001|24582|Accountant, chartered certified|1980-01-23|573381828780
860-78-5243|4841962332605860|Michelle|Sherman|F|6748 Corey Mills|Lancaster|PA|17601|40.0766|-76.3107|164596|Engineer, automotive|1946-05-23|3005591724
413-24-9673|4518178824261|Samantha|Underwood|F|9890 Reilly Freeway Apt. 723|Gilbert|AZ|85295|33.3054|-111.7408|211167|Public relations account executive|1987-01-23|494432542504
515-75-0442|4379006548708470|Victoria|Carpenter|F|76755 Brittney Club Apt. 737|Amherst|VA|24521|37.6027|-79.0506|10576|Scientist, audiological|1999-04-03|386831851262
067-42-8096|3589458962683846|Krista|Ramos|F|020 Ross Drive|Pomona|CA|91768|34.0662|-117.7763|154204|Field seismologist|1957-11-04|440636491023
112-24-1877|4518812988618208|Matthew|Freeman|M|9010 Willis Forges Suite 298|Denver|CO|80209|39.7074|-104.9686|990452|Cytogeneticist|1986-03-07|607255213565
237-29-4504|3549703506757898|Jason|Stone|M|55707 Young Courts|Lexington|SC|29072|33.9724|-81.2359|90341|Doctor, hospital|1987-08-22|888370452860
224-13-5291|370570521879936|Kellie|Page|F|0458 Daniel Club Suite 147|Kearney|NE|68845|40.7514|-99.1291|36411|Arts development officer|1958-05-24|114682329982
233-83-5288|566871568911|Natasha|Aguilar|F|9780 Jesse Hollow Suite 568|Owings|MD|20736|38.6955|-76.6061|8904|Horticulturist, amenity|1941-03-08|452102880184
589-38-0406|4640163295735|Peter|Hunter|M|59757 Carolyn Squares|Hamburg|NY|14075|42.7334|-78.8389|41937|Data processing manager|2004-02-04|483881952218
107-66-6448|213102915854233|Darrell|Evans|M|518 Sims Glens Apt. 966|Gunnison|UT|84634|39.1545|-111.8167|3395|Aeronautical engineer|1960-12-12|515167300741
308-38-6297|30462159584172|Debra|Frederick|F|1705 Stacy Expressway|Gold Hill|OR|97525|42.4244|-123.0854|4601|Camera operator|1940-01-20|732350422627
415-73-9041|2261344760948374|Rita|Roberts|F|286 Beck Garden|Buffalo|NY|14224|42.8371|-78.7484|564824|Engineer, drilling|1963-03-14|889181374719
435-82-5700|3599621836677199|Nicole|Fritz|F|1025 Herman Harbors Apt. 022|Denver|CO|80226|39.7123|-105.0918|990452|Contracting civil engineer|1936-02-26|767424968491
276-79-9641|213113768367595|Natalie|Davis|F|152 Hill Lodge Apt. 440|Fountain Hills|AZ|85268|33.6085|-111.7237|22684|Warehouse manager|1996-06-29|232633487326
796-45-1027|30465642601867|David|Walton|M|19956 Kelly Trace Apt. 277|Dover|DE|19901|39.1564|-75.4955|69187|Mining engineer|1978-05-06|970021833510
832-12-4893|3503850255134441|Sheri|Ross|F|88390 Harrison Garden|Harrisburg|PA|17110|40.303|-76.8862|165527|Facilities manager|1956-12-08|275161824391
283-49-1372|374932511497887|John|Holloway|M|20409 Mitchell Mill|Kansas City|KS|66104|39.1375|-94.6792|150224|Research scientist (life sciences)|1996-04-15|479535810823
098-66-3184|60485800183|John|Sanchez|M|91511 Perez Orchard Suite 210|Hialeah|FL|33015|25.9388|-80.3165|347944|Radiographer, diagnostic|1995-06-16|604724659943
562-59-1595|676268564256|Paige|Combs|F|802 Short Shoals Apt. 315|South Burlington|VT|5403|44.4513|-73.1796|17593|General practice doctor|1970-08-22|773863796561
013-52-0545|503830286558|Theodore|Smith|M|24114 Anthony Lodge Suite 015|North Hollywood|CA|91606|34.1872|-118.3865|155954|Call centre manager|1999-09-03|348992268716
580-19-0313|2296338222240056|David|Madden|M|20562 Cody Shore|Washington|DC|20007|38.9144|-77.074|601723|Visual merchandiser|2000-01-13|50498113795
117-98-3404|4339133252861323942|George|Heath|M|2342 Evans Unions Suite 976|Buffalo|NY|14218|42.8146|-78.8078|564824|Accountant, chartered public finance|1968-07-27|288506966216
525-56-7036|4209536773495|Krista|Weber|F|735 Davenport Course|Winnfield|LA|71483|31.9214|-92.6366|11294|Lecturer, higher education|1998-11-10|196230002837
